Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
751,Chicken,18,00:00.0,720,Restaurant,Francisshire,Non-Vegetarian,Snacks
752,Soup,12,00:00.0,460,Grocery Store,Lake Justin,Vegan,Breakfast
753,Fruits,19,00:00.0,182,Grocery Store,Port Jeffrey,Vegan,Breakfast
754,Dairy,37,00:00.0,986,Supermarket,Port David,Vegetarian,Dinner
755,Soup,4,00:00.0,195,Supermarket,Justinhaven,Vegetarian,Dinner
756,Bread,5,00:00.0,887,Supermarket,Strongmouth,Vegan,Snacks
757,Dairy,42,00:00.0,282,Supermarket,Port Gregton,Vegetarian,Dinner
758,Rice,4,00:00.0,989,Grocery Store,North Lauren,Vegan,Dinner
759,Chicken,36,00:00.0,779,Supermarket,New Bobbytown,Non-Vegetarian,Snacks
760,Dairy,28,00:00.0,710,Catering Service,Mikaylachester,Vegetarian,Dinner
761,Dairy,46,00:00.0,217,Supermarket,Mooremouth,Vegetarian,Snacks
762,Soup,4,00:00.0,76,Restaurant,Port Amandamouth,Vegetarian,Snacks
763,Fish,33,00:00.0,846,Supermarket,South Thomasville,Non-Vegetarian,Snacks
764,Vegetables,21,00:00.0,9,Supermarket,Tinamouth,Vegan,Breakfast
765,Soup,1,00:00.0,161,Supermarket,Perezport,Vegan,Lunch
766,Chicken,17,00:00.0,463,Grocery Store,East Edwinburgh,Non-Vegetarian,Breakfast
767,Salad,17,00:00.0,952,Grocery Store,Samueltown,Vegan,Dinner
768,Soup,39,00:00.0,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks
769,Chicken,27,00:00.0,483,Catering Service,Millerview,Non-Vegetarian,Lunch
770,Dairy,30,00:00.0,770,Supermarket,East Melissa,Vegetarian,Lunch
771,Chicken,9,00:00.0,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner
772,Salad,37,00:00.0,609,Restaurant,South Christopherborough,Vegan,Lunch
773,Fish,40,00:00.0,509,Grocery Store,Cordovaborough,Non-Vegetarian,Dinner
774,Dairy,2,00:00.0,788,Supermarket,New Michaelmouth,Vegetarian,Breakfast
775,Pasta,7,00:00.0,204,Supermarket,Lake Lauraton,Vegetarian,Dinner
776,Chicken,33,00:00.0,249,Catering Service,Johnsonside,Non-Vegetarian,Dinner
777,Fruits,5,00:00.0,709,Restaurant,South Kathryn,Vegan,Dinner
778,Dairy,7,00:00.0,57,Grocery Store,Port Robin,Vegetarian,Snacks
779,Bread,43,00:00.0,74,Catering Service,Belindaville,Vegan,Lunch
780,Dairy,48,00:00.0,162,Restaurant,Penabury,Vegetarian,Snacks
781,Bread,45,00:00.0,33,Restaurant,Janetborough,Vegan,Snacks
782,Rice,49,00:00.0,566,Catering Service,New Rachel,Vegan,Snacks
783,Rice,4,00:00.0,455,Catering Service,Madisonfort,Vegan,Snacks
784,Bread,1,00:00.0,335,Grocery Store,North Gary,Vegan,Dinner
785,Bread,10,00:00.0,678,Grocery Store,Lake Travis,Vegan,Lunch
786,Rice,4,00:00.0,959,Grocery Store,North Victoriastad,Vegan,Dinner
787,Fish,48,00:00.0,355,Restaurant,Port Patrick,Non-Vegetarian,Dinner
788,Fish,26,00:00.0,34,Grocery Store,North Garybury,Non-Vegetarian,Dinner
789,Chicken,10,00:00.0,673,Restaurant,New Connorfort,Non-Vegetarian,Snacks
790,Chicken,2,00:00.0,332,Restaurant,West Whitneymouth,Non-Vegetarian,Dinner
791,Soup,23,00:00.0,152,Catering Service,South Jacobport,Vegetarian,Breakfast
792,Chicken,15,00:00.0,308,Catering Service,Brittanyside,Non-Vegetarian,Breakfast
793,Fruits,5,00:00.0,824,Supermarket,Lopezport,Vegan,Snacks
794,Fruits,21,00:00.0,380,Restaurant,Lake Christophermouth,Vegan,Snacks
795,Dairy,3,00:00.0,911,Restaurant,Garciatown,Vegetarian,Dinner
796,Pasta,8,00:00.0,798,Grocery Store,North Amanda,Vegetarian,Lunch
797,Dairy,40,00:00.0,467,Catering Service,Phillipsfort,Vegetarian,Breakfast
798,Fish,3,00:00.0,413,Catering Service,North Mike,Non-Vegetarian,Lunch
799,Chicken,5,00:00.0,764,Restaurant,New Travisshire,Non-Vegetarian,Breakfast
800,Dairy,15,00:00.0,193,Restaurant,North Lisaland,Vegetarian,Lunch
801,Chicken,50,00:00.0,609,Restaurant,South Christopherborough,Non-Vegetarian,Lunch
802,Soup,25,00:00.0,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner
803,Chicken,13,00:00.0,714,Catering Service,North William,Non-Vegetarian,Snacks
804,Fruits,47,00:00.0,16,Catering Service,West Vanessafort,Vegan,Breakfast
805,Chicken,1,00:00.0,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner
806,Soup,12,00:00.0,388,Supermarket,Manuelhaven,Vegetarian,Dinner
807,Salad,35,00:00.0,474,Catering Service,South Nicole,Vegan,Dinner
808,Dairy,7,00:00.0,868,Grocery Store,Rodriguezview,Vegetarian,Dinner
809,Dairy,48,00:00.0,292,Supermarket,Mooneybury,Vegetarian,Breakfast
810,Bread,34,00:00.0,993,Restaurant,East Stephanie,Vegan,Snacks
811,Salad,19,00:00.0,513,Catering Service,West Larry,Vegan,Dinner
812,Bread,49,00:00.0,471,Grocery Store,Charlesmouth,Vegan,Lunch
813,Fish,33,00:00.0,610,Supermarket,Allenton,Non-Vegetarian,Breakfast
814,Bread,18,00:00.0,287,Catering Service,Jefferyside,Vegan,Snacks
815,Pasta,50,00:00.0,157,Restaurant,Bairdfort,Vegetarian,Snacks
816,Fruits,2,00:00.0,965,Restaurant,Port Bryce,Vegan,Lunch
817,Rice,23,00:00.0,363,Catering Service,East Brittanyland,Vegan,Snacks
818,Fish,50,00:00.0,248,Restaurant,South Michellechester,Non-Vegetarian,Dinner
819,Bread,35,00:00.0,304,Catering Service,Port Marcland,Vegan,Breakfast
820,Fruits,46,00:00.0,753,Supermarket,South Randy,Vegan,Lunch
821,Chicken,9,00:00.0,167,Catering Service,Davidport,Non-Vegetarian,Lunch
822,Dairy,27,00:00.0,237,Supermarket,Frederickside,Vegetarian,Lunch
823,Chicken,27,00:00.0,587,Restaurant,Lake George,Non-Vegetarian,Lunch
824,Bread,12,00:00.0,993,Restaurant,East Stephanie,Vegan,Dinner
825,Salad,25,00:00.0,995,Supermarket,Manningshire,Vegan,Breakfast
826,Bread,39,00:00.0,50,Catering Service,West Danielborough,Vegan,Snacks
827,Salad,3,00:00.0,907,Supermarket,South Marthahaven,Vegan,Snacks
828,Vegetables,21,00:00.0,636,Grocery Store,West Omarside,Vegan,Breakfast
829,Dairy,44,00:00.0,262,Supermarket,New Carol,Vegetarian,Dinner
830,Vegetables,3,00:00.0,847,Supermarket,Williamsonmouth,Vegan,Snacks
831,Pasta,24,00:00.0,330,Restaurant,Jamesport,Vegetarian,Breakfast
832,Fish,19,00:00.0,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast
833,Fruits,44,00:00.0,146,Supermarket,Jonathanhaven,Vegan,Dinner
834,Pasta,43,00:00.0,531,Catering Service,North Kylestad,Vegetarian,Dinner
835,Vegetables,17,00:00.0,752,Grocery Store,East Heatherport,Vegan,Lunch
836,Salad,49,00:00.0,685,Supermarket,Maysside,Vegan,Breakfast
837,Soup,50,00:00.0,642,Catering Service,Lesterstad,Vegan,Snacks
838,Bread,38,00:00.0,770,Supermarket,East Melissa,Vegan,Lunch
839,Chicken,6,00:00.0,72,Catering Service,Jasonstad,Non-Vegetarian,Lunch
840,Dairy,43,00:00.0,548,Supermarket,Lisamouth,Vegetarian,Snacks
841,Chicken,15,00:00.0,532,Grocery Store,Darrylchester,Non-Vegetarian,Lunch
842,Bread,40,00:00.0,205,Grocery Store,Carlbury,Vegan,Breakfast
843,Fruits,46,00:00.0,515,Restaurant,Snyderton,Vegan,Dinner
844,Fish,46,00:00.0,495,Supermarket,Brownshire,Non-Vegetarian,Dinner
845,Bread,14,00:00.0,718,Restaurant,Port Victoria,Vegan,Dinner
846,Salad,34,00:00.0,894,Restaurant,Cannonside,Vegan,Snacks
847,Pasta,29,00:00.0,887,Supermarket,Strongmouth,Vegetarian,Dinner
848,Dairy,32,00:00.0,426,Catering Service,Taylorchester,Vegetarian,Dinner
849,Pasta,29,00:00.0,563,Grocery Store,East Angela,Vegetarian,Breakfast
850,Dairy,22,00:00.0,67,Restaurant,Kentland,Vegetarian,Breakfast
851,Fruits,35,00:00.0,516,Catering Service,New Aaronberg,Vegan,Snacks
852,Vegetables,49,00:00.0,363,Catering Service,East Brittanyland,Vegan,Snacks
853,Rice,18,00:00.0,841,Restaurant,Lake Tamara,Vegan,Snacks
854,Fish,33,00:00.0,804,Restaurant,North Ashley,Non-Vegetarian,Breakfast
855,Salad,28,00:00.0,596,Restaurant,Zimmermanville,Vegan,Lunch
856,Rice,44,00:00.0,501,Grocery Store,Jordanhaven,Vegan,Snacks
857,Pasta,47,00:00.0,97,Supermarket,Reyesshire,Vegetarian,Dinner
858,Fruits,13,00:00.0,413,Catering Service,North Mike,Vegan,Snacks
859,Pasta,1,00:00.0,319,Restaurant,Lake Amymouth,Vegetarian,Breakfast
860,Fish,37,00:00.0,934,Grocery Store,Steveport,Non-Vegetarian,Lunch
861,Dairy,45,00:00.0,937,Restaurant,Roachhaven,Vegetarian,Dinner
862,Dairy,4,00:00.0,237,Supermarket,Frederickside,Vegetarian,Lunch
863,Fruits,30,00:00.0,57,Grocery Store,Port Robin,Vegan,Breakfast
864,Soup,11,00:00.0,741,Catering Service,West Anthonymouth,Vegetarian,Snacks
865,Fish,25,00:00.0,837,Supermarket,South Charles,Non-Vegetarian,Snacks
866,Fish,7,00:00.0,169,Grocery Store,Lindseyland,Non-Vegetarian,Dinner
867,Soup,1,00:00.0,870,Supermarket,New Hollyfurt,Vegetarian,Snacks
868,Soup,4,00:00.0,504,Catering Service,Gaineschester,Non-Vegetarian,Snacks
869,Fish,27,00:00.0,40,Restaurant,Jennifertown,Non-Vegetarian,Snacks
870,Fish,3,00:00.0,653,Catering Service,Cameronside,Non-Vegetarian,Breakfast
871,Chicken,7,00:00.0,875,Grocery Store,South William,Non-Vegetarian,Lunch
872,Vegetables,50,00:00.0,717,Catering Service,Pamelaberg,Vegan,Snacks
873,Rice,49,00:00.0,712,Restaurant,Huberstad,Vegan,Lunch
874,Bread,45,00:00.0,655,Restaurant,Jimmyberg,Vegan,Snacks
875,Bread,19,00:00.0,721,Catering Service,Port Staceymouth,Vegan,Breakfast
876,Salad,38,00:00.0,78,Restaurant,North Susan,Vegan,Snacks
877,Chicken,8,00:00.0,374,Grocery Store,Steeleport,Non-Vegetarian,Lunch
878,Rice,23,00:00.0,17,Catering Service,West Dawn,Vegan,Snacks
879,Chicken,21,00:00.0,778,Catering Service,Edwardsbury,Non-Vegetarian,Dinner
880,Soup,35,00:00.0,954,Catering Service,Randallchester,Vegetarian,Lunch
881,Dairy,43,00:00.0,655,Restaurant,Jimmyberg,Vegetarian,Lunch
882,Salad,43,00:00.0,138,Grocery Store,North Sherrimouth,Vegan,Lunch
883,Bread,8,00:00.0,857,Supermarket,Jordanborough,Vegan,Lunch
884,Chicken,27,00:00.0,371,Grocery Store,Solisburgh,Non-Vegetarian,Lunch
885,Rice,44,00:00.0,503,Restaurant,Joseville,Vegan,Lunch
886,Bread,48,00:00.0,423,Restaurant,South Justinborough,Vegan,Breakfast
887,Soup,12,00:00.0,825,Supermarket,South Bryan,Vegetarian,Lunch
888,Salad,6,00:00.0,50,Catering Service,West Danielborough,Vegan,Snacks
889,Soup,21,00:00.0,266,Grocery Store,Port Ronaldshire,Vegan,Snacks
890,Chicken,40,00:00.0,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch
891,Chicken,9,00:00.0,539,Restaurant,Watsonton,Non-Vegetarian,Lunch
892,Bread,42,00:00.0,405,Supermarket,Kevinfort,Vegan,Dinner
893,Salad,3,00:00.0,46,Grocery Store,South Lisaberg,Vegan,Lunch
894,Pasta,43,00:00.0,310,Grocery Store,Saraburgh,Vegetarian,Dinner
895,Pasta,38,00:00.0,888,Supermarket,West Sharonview,Vegetarian,Snacks
896,Vegetables,32,00:00.0,547,Restaurant,Batesstad,Vegan,Snacks
897,Chicken,5,00:00.0,638,Restaurant,Jeffreyport,Non-Vegetarian,Lunch
898,Fish,28,00:00.0,87,Grocery Store,West Adam,Non-Vegetarian,Breakfast
899,Pasta,44,00:00.0,5,Grocery Store,Valentineside,Vegetarian,Snacks
900,Dairy,31,00:00.0,732,Supermarket,Ginaview,Vegetarian,Breakfast
901,Vegetables,38,00:00.0,183,Grocery Store,South Anne,Vegan,Dinner
902,Salad,34,00:00.0,347,Supermarket,Louismouth,Vegan,Snacks
903,Rice,25,00:00.0,452,Supermarket,New Erica,Vegan,Breakfast
904,Chicken,40,00:00.0,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast
905,Bread,37,00:00.0,2,Grocery Store,East Sheena,Vegan,Dinner
906,Soup,17,00:00.0,191,Grocery Store,Lake Jessicamouth,Vegan,Snacks
907,Chicken,17,00:00.0,175,Catering Service,Katherinefurt,Non-Vegetarian,Lunch
908,Rice,16,00:00.0,463,Grocery Store,East Edwinburgh,Vegan,Snacks
909,Fish,10,00:00.0,831,Catering Service,Lewishaven,Non-Vegetarian,Snacks
910,Salad,37,00:00.0,533,Catering Service,Rogersmouth,Vegan,Breakfast
911,Fish,5,00:00.0,124,Supermarket,Lake Shelby,Non-Vegetarian,Dinner
912,Dairy,6,00:00.0,334,Grocery Store,South Jillshire,Vegetarian,Breakfast
913,Fruits,39,00:00.0,962,Catering Service,Alexanderchester,Vegan,Dinner
914,Chicken,18,00:00.0,995,Supermarket,Manningshire,Non-Vegetarian,Dinner
915,Vegetables,35,00:00.0,198,Restaurant,Port Karen,Vegan,Snacks
916,Rice,47,00:00.0,920,Restaurant,New Calebberg,Vegan,Snacks
917,Soup,15,00:00.0,393,Restaurant,Heatherview,Vegan,Dinner
918,Dairy,8,00:00.0,583,Catering Service,Marcstad,Vegetarian,Breakfast
919,Soup,35,00:00.0,52,Supermarket,Port Dianaberg,Non-Vegetarian,Dinner
920,Soup,2,00:00.0,691,Restaurant,Youngchester,Vegetarian,Snacks
921,Chicken,6,00:00.0,59,Grocery Store,Marissaville,Non-Vegetarian,Snacks
922,Soup,32,00:00.0,312,Restaurant,North Ianbury,Non-Vegetarian,Dinner
923,Fruits,42,00:00.0,161,Supermarket,Perezport,Vegan,Snacks
924,Fish,3,00:00.0,764,Restaurant,New Travisshire,Non-Vegetarian,Dinner
925,Salad,12,00:00.0,665,Catering Service,West Billborough,Vegan,Lunch
926,Rice,41,00:00.0,240,Catering Service,Andreaborough,Vegan,Snacks
927,Fruits,39,00:00.0,261,Grocery Store,South Richardhaven,Vegan,Snacks
928,Bread,20,00:00.0,852,Grocery Store,East Shanestad,Vegan,Breakfast
929,Bread,23,00:00.0,181,Restaurant,Taylormouth,Vegan,Lunch
930,Chicken,33,00:00.0,983,Grocery Store,Herbertbury,Non-Vegetarian,Lunch
931,Vegetables,49,00:00.0,139,Supermarket,Port Connie,Vegan,Snacks
932,Pasta,11,00:00.0,857,Supermarket,Jordanborough,Vegetarian,Dinner
933,Dairy,17,00:00.0,478,Catering Service,Lake Regina,Vegetarian,Lunch
934,Salad,50,00:00.0,951,Grocery Store,Spenceland,Vegan,Breakfast
935,Vegetables,24,00:00.0,608,Grocery Store,Collinsmouth,Vegan,Dinner
936,Chicken,32,00:00.0,381,Supermarket,Martinville,Non-Vegetarian,Breakfast
937,Bread,18,00:00.0,916,Catering Service,Patrickfort,Vegan,Lunch
938,Vegetables,7,00:00.0,162,Restaurant,Penabury,Vegan,Breakfast
939,Rice,45,00:00.0,983,Grocery Store,Herbertbury,Vegan,Dinner
940,Fish,36,00:00.0,890,Restaurant,Pereztown,Non-Vegetarian,Lunch
941,Fish,1,00:00.0,745,Grocery Store,East Lisa,Non-Vegetarian,Lunch
942,Rice,44,00:00.0,591,Grocery Store,New Leslieport,Vegan,Dinner
943,Bread,13,00:00.0,413,Catering Service,North Mike,Vegan,Lunch
944,Vegetables,41,00:00.0,807,Supermarket,Williamland,Vegan,Breakfast
945,Vegetables,16,00:00.0,351,Grocery Store,South Stefanietown,Vegan,Breakfast
946,Vegetables,29,00:00.0,146,Supermarket,Jonathanhaven,Vegan,Breakfast
947,Bread,29,00:00.0,176,Restaurant,East John,Vegan,Breakfast
948,Fruits,50,00:00.0,421,Supermarket,Kylehaven,Vegan,Breakfast
949,Pasta,15,00:00.0,632,Supermarket,Davidville,Vegetarian,Breakfast
950,Pasta,3,00:00.0,619,Grocery Store,North Katelynland,Vegetarian,Snacks
951,Vegetables,20,00:00.0,118,Supermarket,Lake Joseph,Vegan,Lunch
952,Pasta,32,00:00.0,82,Supermarket,West Lauraborough,Vegetarian,Dinner
953,Soup,2,00:00.0,731,Grocery Store,East Christophertown,Vegetarian,Breakfast
954,Rice,36,00:00.0,780,Catering Service,North Caitlin,Vegan,Lunch
955,Soup,26,00:00.0,276,Supermarket,Port Eric,Non-Vegetarian,Snacks
956,Chicken,39,00:00.0,626,Supermarket,Heathermouth,Non-Vegetarian,Snacks
957,Fish,39,00:00.0,10,Catering Service,West Cherylfort,Non-Vegetarian,Lunch
958,Soup,19,00:00.0,794,Supermarket,Woodport,Vegetarian,Lunch
959,Pasta,26,00:00.0,758,Catering Service,Port Patrick,Vegetarian,Breakfast
960,Fish,46,00:00.0,920,Restaurant,New Calebberg,Non-Vegetarian,Snacks
961,Soup,22,00:00.0,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch
962,Soup,13,00:00.0,62,Grocery Store,Marymouth,Vegetarian,Breakfast
963,Fish,33,00:00.0,827,Grocery Store,East Kimberly,Non-Vegetarian,Dinner
964,Rice,46,00:00.0,192,Catering Service,Leslieville,Vegan,Dinner
965,Dairy,44,00:00.0,791,Grocery Store,West James,Vegetarian,Lunch
966,Dairy,41,00:00.0,705,Grocery Store,East Robert,Vegetarian,Snacks
967,Fruits,34,00:00.0,357,Supermarket,Donnaborough,Vegan,Snacks
968,Rice,45,00:00.0,789,Grocery Store,Lake Maria,Vegan,Lunch
969,Soup,50,00:00.0,208,Restaurant,East Garyton,Non-Vegetarian,Lunch
970,Fruits,26,00:00.0,62,Grocery Store,Marymouth,Vegan,Breakfast
971,Fish,7,00:00.0,751,Restaurant,East Richardside,Non-Vegetarian,Snacks
972,Vegetables,21,00:00.0,984,Catering Service,South Edwardtown,Vegan,Dinner
973,Fruits,7,00:00.0,519,Restaurant,Keithburgh,Vegan,Breakfast
974,Chicken,45,00:00.0,393,Restaurant,Heatherview,Non-Vegetarian,Lunch
975,Fish,48,00:00.0,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch
976,Vegetables,41,00:00.0,738,Grocery Store,West Kelli,Vegan,Lunch
977,Vegetables,12,00:00.0,514,Supermarket,Maxwellburgh,Vegan,Dinner
978,Dairy,14,00:00.0,743,Supermarket,South Richard,Vegetarian,Snacks
979,Pasta,43,00:00.0,584,Supermarket,Moralesside,Vegetarian,Lunch
980,Chicken,2,00:00.0,876,Grocery Store,Brookeland,Non-Vegetarian,Dinner
981,Dairy,47,00:00.0,999,Grocery Store,Stevenchester,Vegetarian,Breakfast
982,Soup,36,00:00.0,7,Restaurant,Lake Christopherburgh,Vegetarian,Breakfast
983,Fruits,43,00:00.0,98,Supermarket,Gardnerfort,Vegan,Lunch
984,Chicken,26,00:00.0,234,Catering Service,New Joel,Non-Vegetarian,Dinner
985,Bread,31,00:00.0,935,Grocery Store,Ramseyfort,Vegan,Dinner
986,Rice,23,00:00.0,14,Catering Service,Garciamouth,Vegan,Snacks
987,Dairy,6,00:00.0,557,Restaurant,East Aaron,Vegetarian,Dinner
988,Soup,44,00:00.0,517,Grocery Store,Wadeville,Vegan,Lunch
989,Bread,31,00:00.0,557,Restaurant,East Aaron,Vegan,Snacks
990,Pasta,11,00:00.0,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,00:00.0,432,Restaurant,Carolchester,Vegan,Dinner
992,Salad,25,00:00.0,257,Supermarket,Lake Coryhaven,Vegan,Breakfast
993,Soup,8,00:00.0,470,Restaurant,Port Daniellechester,Vegetarian,Lunch
994,Salad,17,00:00.0,37,Catering Service,New Amanda,Vegan,Snacks
995,Rice,37,00:00.0,868,Grocery Store,Rodriguezview,Vegan,Snacks
996,Fish,15,00:00.0,467,Catering Service,Phillipsfort,Non-Vegetarian,Breakfast
997,Fish,22,00:00.0,35,Grocery Store,Andersonmouth,Non-Vegetarian,Breakfast
998,Fruits,6,00:00.0,444,Restaurant,New Billy,Vegan,Dinner
999,Pasta,15,00:00.0,702,Supermarket,Lake Mistyton,Vegetarian,Lunch
1000,Salad,18,00:00.0,155,Supermarket,Charlesview,Vegan,Dinner
